Feature,Feature,Threshold,C-index,HR,95% CI Lower,95% CI Upper,P-value,C-index_replication,HR_replication,95% CI Lower_replication,95% CI Upper_replication,P-value_replication,padj
hsa-let-7a-5p.G8A,isomiR-let-7a-5p.G8A,5.74700672695477,0.5201789863178728,1.0103865163835324,0.7281173063141866,1.4020830210141089,0.9507101590417719,0.5241902696842391,0.8647865689974906,0.5753763108406623,1.2997681618587764,0.4846816536920371,0.988854260304129
hsa-let-7a-5p.Gs,isomiR-let-7a-5p.Gs,9.67310168289027,0.5441011961104897,0.7252389446818678,0.522859122783917,1.0059526628947022,0.054303036064058,0.49749288521479873,1.0123561952214624,0.6571468750240415,1.5595677388951767,0.9555812454755259,0.26578020621451487
hsa-let-7a-5p.Gs.t,isomiR-let-7a-5p.Gs.t,11.40897552027795,0.5233628775492642,0.8482171955680597,0.6122075813494546,1.1752099006540424,0.32241138044279805,0.5136874915300176,1.335563405014364,0.8036206629320407,2.219616407454677,0.2642410671074212,0.5999197957298238
hsa-let-7a-5p.t,isomiR-let-7a-5p.t,2178.5944401721054,0.516177609500043,0.9688343618841581,0.697815682949759,1.345111673041982,0.850003424291704,0.5273749830600353,0.8341210845787023,0.5343174897070618,1.3021433831787876,0.4247768311013165,0.9457885201269504
hsa-let-7a-5p.T13C,isomiR-let-7a-5p.T13C,21.3311012730249,0.5379485414336116,1.2721049225714351,0.9163019972056676,1.7660672343457242,0.15049627121310086,0.4712698197587749,1.0366112627941353,0.6539579632797933,1.6431681705692516,0.8784119329380213,0.414074156231964
hsa-let-7a-5p.T13C.t,isomiR-let-7a-5p.T13C.t,7.15572923299408,0.5073573702779451,1.1989510214668206,0.8629859017735387,1.6657091951584988,0.27943668168793534,0.544247187965849,0.8625830397806504,0.5620063705248859,1.3239164883884182,0.49886474068152364,0.5541065030929578
hsa-let-7a-5p.T13C.tt,isomiR-let-7a-5p.T13C.tt,7.728419529060105,0.517511401772653,1.2661804218039847,0.9095114620826787,1.7627186983312335,0.1620866036265275,0.5357094457243529,1.4264901816935027,0.9299099163743829,2.188248778335126,0.10371508714971288,0.42946090727902547
hsa-let-7a-5p.T14A,isomiR-let-7a-5p.T14A,3.87322647948717,0.5313226056277429,0.7071975619474195,0.5073488085469721,0.9857683376782201,0.04089866014667065,0.48068844016804446,1.000716886979808,0.6656916226207905,1.5043516455021129,0.9972508410963877,0.2321302378674013
hsa-let-7a-5p.T14C,isomiR-let-7a-5p.T14C,15.11678138595005,0.5231477497633594,1.2202524978093525,0.879913649529452,1.69222986733555,0.2328120270824923,0.5338121696706871,1.453859920112291,0.8849318777063478,2.3885552329603406,0.13957822048244506,0.5049249401393546
hsa-let-7a-5p.T14C.t,isomiR-let-7a-5p.T14C.t,5.983429914483515,0.5145426383271663,1.24287299096263,0.8958303320434475,1.7243591966134435,0.19309110485661973,0.559764195690473,0.7253102525012017,0.4811367284832951,1.0934001318954019,0.12513366756007457,0.4595398620794113
hsa-let-7a-5p.T14C.tt,isomiR-let-7a-5p.T14C.tt,6.515415366967609,0.49754754324068495,1.1168802116575103,0.8034738519330323,1.552535162396417,0.5106537302892551,0.5540723675294755,1.5829969075821564,1.0282640843456154,2.4369996458734677,0.03692612418138206,0.7657224287350509
hsa-let-7a-5p.T16C,isomiR-let-7a-5p.T16C,9.045964845714039,0.5434127871955942,1.4284404982307253,1.0284959794326696,1.9839088317206397,0.03336923057644782,0.5447215069792655,0.8277328571163041,0.521761139317554,1.3131328324797475,0.42198559832975424,0.21731818532394886
hsa-let-7a-5p.T18A,isomiR-let-7a-5p.T18A,8.235740546916,0.529945787797952,0.8208464764010708,0.5916245273805064,1.138879317264517,0.23736065176914845,0.5411979943081718,0.8608185460529498,0.5484057889367905,1.3512048635834577,0.5147206603500886,0.5122789164612008
hsa-let-7a-5p.T18C,isomiR-let-7a-5p.T18C,9.692157091459745,0.5200929352035109,1.289526232202939,0.9286503744988314,1.7906393506134326,0.12900403696381618,0.5053530288657,0.9964328326682791,0.628415300119477,1.5799716999738238,0.9878776130247211,0.39123310187594973
hsa-let-7a-5p.T18C.t,isomiR-let-7a-5p.T18C.t,4.247219411006605,0.5231047242061785,1.2759264097200482,0.9193618129775972,1.7707807525183372,0.14506547619097748,0.490378100013552,1.0159377624561494,0.6603848273362576,1.5629213368629735,0.9426434533828275,0.4090607715502343
hsa-let-7a-5p.T1A,isomiR-let-7a-5p.T1A,43.2141085821965,0.49703123655451337,0.9043445307447405,0.6504495009065483,1.2573443889926603,0.5498492907851393,,,,,,0.7924455765154146
hsa-let-7a-5p.T1C,isomiR-let-7a-5p.T1C,19.40733221907775,0.5377764392048877,1.244251573943662,0.8958412763282189,1.7281654911087885,0.1923156241835174,0.5631521886434476,0.8237993314470694,0.5476733378021811,1.2391425538735361,0.35208465896937813,0.45852744479767893
hsa-let-7a-5p.T1C.t,isomiR-let-7a-5p.T1C.t,6.340496529647585,0.562257981240857,1.8490597160263809,1.315742530613852,2.598549301158818,0.00039937938620784825,0.509892939422686,1.1806526273204105,0.7728595897451837,1.8036143238620859,0.44239598128845825,0.04542839201191307
hsa-let-7a-5p.T1C.tt,isomiR-let-7a-5p.T1C.tt,7.128928667123709,0.514886842784614,1.3408487819548922,0.9591346345730202,1.8744766284769623,0.08618540131168204,0.5380810407914352,1.3992574233853456,0.8708083686606737,2.2483951778165974,0.16504726107456208,0.32692686964197865
hsa-let-7a-5p.T1G,isomiR-let-7a-5p.T1G,16.0663110419852,0.4978056965837708,0.9680224716017358,0.6984687202607939,1.3416026778923638,0.8452547143294593,0.49559560916113293,0.9988711522694463,0.5992917905225016,1.6648710938726419,0.9965425899408621,0.9457885201269504
hsa-let-7a-5p.T1G.t,isomiR-let-7a-5p.T1G.t,6.76689771200731,0.49974184665691423,0.9475896196073871,0.683380000745307,1.313948441874766,0.7468502950609082,0.5048109499932241,0.9744408482643035,0.567333791944832,1.6736795520517647,0.9252556776296719,0.8903368067325778
hsa-let-7a-5p.T1G.tt,isomiR-let-7a-5p.T1G.tt,7.350760970938159,0.5010756389295241,1.0516137927062654,0.757052990587097,1.4607848892485502,0.7640782324989426,0.5180918823688847,1.1024496594780098,0.5945455717153281,2.0442423751919194,0.7568790340735917,0.9005828699894934
hsa-let-7a-5p.T21A,isomiR-let-7a-5p.T21A,4.888736855237745,0.5266758454521986,1.1223425246546535,0.8095500427882699,1.5559912001358902,0.4886635418363455,0.5481772597912996,0.7342280757492418,0.48045781778067487,1.1220357901732072,0.1533489079043275,0.7494188547500522
hsa-let-7a-5p.T21A.t,isomiR-let-7a-5p.T21A.t,16.62675997345295,0.5037862490319249,1.1770195155978065,0.844917364492487,1.639657318358278,0.33523086254906076,0.5032524732348557,0.7799948584590026,0.3909688498273758,1.5561136890857226,0.4807441639867781,0.6179672341297135
hsa-let-7a-5p.T21C,isomiR-let-7a-5p.T21C,17.607170951801848,0.5291283022115136,1.3217767917287384,0.950422412705718,1.8382288378269487,0.09735801730026745,0.5408591950128744,1.4724189092719533,0.8687571429284545,2.495539129696863,0.15062953684460664,0.3449501827952787
hsa-let-7a-5p.T21C.t,isomiR-let-7a-5p.T21C.t,4.440184594407535,0.5296876344548662,1.4136033389146898,1.0130905042602079,1.9724539825293943,0.04170212996070106,0.5252066675701315,1.3949256787670847,0.911574898357975,2.134566948682796,0.12516949053842305,0.23291077717257902
hsa-let-7a-5p.T22A,isomiR-let-7a-5p.T22A,20.20003344784715,0.5285259444109801,1.5156178785401366,1.0802279253415346,2.1264934000148474,0.01610170836680486,0.4934272936712292,1.0977327373508532,0.7137161892382416,1.688370224497678,0.6711907117909344,0.16961385814493674
hsa-let-7a-5p.T22A.A,isomiR-let-7a-5p.T22A.A,4.786314934198424,0.5382497203338783,0.7752507973356499,0.5589686229311609,1.0752192057184187,0.12716131574121947,0.5051497492885215,0.975794469216782,0.6398869004661935,1.4880361599219312,0.9093841729873345,0.3899515549519043
hsa-let-7a-5p.T22C,isomiR-let-7a-5p.T22C,10.24470573994755,0.5407882282075552,1.3926643103332044,1.0031194426889158,1.933482493447528,0.047864519405948464,0.5114514161810544,1.1853949920442264,0.7544731573060882,1.862440397721745,0.46064095964830876,0.2503285534836023
hsa-let-7a-5p.T6A,isomiR-let-7a-5p.T6A,10.58141287915465,0.5318389123139144,1.1554210275659775,0.8314178432201723,1.6056881167849693,0.3895705183392316,0.5363192844558883,0.3605834356873036,0.13165419329477218,0.9875903747398734,0.04722738542151646,0.665591104489724
hsa-let-7a-5p.T6C,isomiR-let-7a-5p.T6C,12.2805182049678,0.5052921435332588,1.062410742574885,0.7658347389372978,1.4738383211824129,0.7169773327754297,0.4970185662013823,1.0365615195084623,0.6538628106234673,1.6432495720335891,0.8785984447944065,0.8778027830743497
hsa-let-7a-5p.T6C.t,isomiR-let-7a-5p.T6C.t,4.645503177743845,0.5277514843817227,1.4160280381807329,1.0184003790455451,1.9689067739676294,0.03860432612570394,0.5393684781135655,0.8876479203019583,0.5875014385970077,1.3411351507461735,0.5713896699841201,0.23084764372749575
hsa-let-7a-5p.T9A,isomiR-let-7a-5p.T9A,4.446486243139875,0.5151880216848809,0.8689527131238369,0.6264770077202656,1.205277780892535,0.4000845193267373,0.5360482450196503,0.8516766121867716,0.5654610693476331,1.282763909074712,0.44230907842983236,0.6719426298545316
hsa-let-7a-5p.T9C,isomiR-let-7a-5p.T9C,10.4611545800961,0.5456931417261853,1.3627517906002633,0.9797907708243196,1.8953969542107556,0.0659626181856635,0.5332700907982112,0.785918344414878,0.5047234754760848,1.2237743518967539,0.2863315676277992,0.2857020812488998
hsa-let-7a-5p.T9C.t,isomiR-let-7a-5p.T9C.t,4.50265215569763,0.5234489286636262,1.2493982115916284,0.899312399915445,1.7357660044219643,0.1843986288490585,0.47973980214121154,1.0040727663811422,0.6670211010368972,1.5114396210570735,0.9844601788360626,0.4535044221942849
hsa-let-7a-5p.T9G.T,isomiR-let-7a-5p.T9G.T,18.9150478846164,0.5021082523018673,0.9106945593888506,0.6563553716887051,1.2635907562798192,0.5755893023685735,0.5074535844965442,0.9982371104152719,0.5989810030297283,1.663620922149304,0.9945977416709426,0.8045230305490995
hsa-let-7a-5p.T9G.TT,isomiR-let-7a-5p.T9G.TT,4.087944270673185,0.5117459771104036,0.8436495964217173,0.6070013554652214,1.172558570313286,0.31143269780305893,0.5242580295432986,1.3922511205729118,0.8904947419954738,2.1767261403396145,0.14669068117937795,0.5868547532934388
hsa-let-7a-5p.tt,isomiR-let-7a-5p.tt,2772.477631855125,0.5380776181051544,0.8248647124536899,0.5936370307584797,1.1461579359056675,0.25131095025687816,0.5029136739395582,1.2738832690062978,0.5548178011918141,2.924885574270061,0.5681289471572855,0.5271487117835224
hsa-let-7b-5p,isomiR-let-7b-5p,4988.226655343945,0.5230186730918165,0.9936152945303517,0.7142870903510433,1.3821772321818577,0.9696600548808599,0.525138907711072,2.5119063997350968,1.142951297630951,5.52050973134944,0.02187461564854703,0.9944715500610756
hsa-let-7b-5p.A,isomiR-let-7b-5p.A,231.8346099154985,0.5307632733843903,0.9191465899317632,0.6607921883587664,1.2785115633426676,0.6165614093347842,0.5019650359127253,0.8458965637568728,0.5525737066018109,1.2949240762396785,0.44110191795722764,0.8325986085056672
hsa-let-7b-5p.A10G,isomiR-let-7b-5p.A10G,8.81952357851793,0.47336718010498235,1.000663426292898,0.7200795987736373,1.3905786171773173,0.9968481545821692,0.5108415774495189,1.0409119217742946,0.6828419101384469,1.5867474049332664,0.852122133674376,1.0
hsa-let-7b-5p.A10G.t,isomiR-let-7b-5p.A10G.t,7.959075939015404,0.4947939075811032,1.025318940917662,0.7388350193996467,1.4228872522295317,0.8811167526071166,0.5416723133215883,0.7332351533358133,0.41325950331023353,1.3009592901818703,0.2888584769717035,0.961489419706397
hsa-let-7b-5p.A3G,isomiR-let-7b-5p.A3G,12.2805961712621,0.5106273126236984,1.2074477268482995,0.8679125505047715,1.6798121103597412,0.2631314137387227,0.5500745358449655,0.6603903782838498,0.43558205046374165,1.001224571273258,0.050677562748094214,0.5397287504488599
hsa-let-7b-5p.A3G.t,isomiR-let-7b-5p.A3G.t,11.066036066466701,0.49156699079253074,1.1278168300305245,0.8098158280348591,1.5706914560891345,0.4766246102890006,0.49349505353028866,1.015992394518804,0.603964678506408,1.7091074734250393,0.9523237821879073,0.7347549865473886
hsa-let-7b-5p.A3G.tt,isomiR-let-7b-5p.A3G.tt,7.005532425283045,0.4966440065398847,1.1434081452777907,0.8222213306985758,1.590061140321936,0.42572676522312214,0.5000677598590595,1.0617411732138435,0.6876083378371161,1.6394424803565248,0.7869453665784255,0.6935832591810907
hsa-let-7b-5p.A7G,isomiR-let-7b-5p.A7G,9.353720282020184,0.49935461664228553,1.212139140545209,0.8699905581830926,1.6888474044019028,0.25557105696498417,0.4794010028459141,1.054779189082678,0.6919231072421433,1.6079230857838138,0.804193199354571,0.5309811441147784
hsa-let-7b-5p.A7G.t,isomiR-let-7b-5p.A7G.t,8.06312935890611,0.5128216160399277,1.2468572485732405,0.8961012498045817,1.7349077446981178,0.19051389198181096,0.505488548583819,1.1735215374780903,0.6600722157574387,2.086366864184165,0.5857405956535844,0.45852744479767893
hsa-let-7b-5p.AA,isomiR-let-7b-5p.AA,25.546093627816198,0.48386541605713795,1.0576283051880724,0.7603424391361803,1.4711498061397212,0.7393181265203314,0.5250711478520125,0.8755152879830825,0.5549189114206302,1.381331585059407,0.5677139668157636,0.8846811384865212
hsa-let-7b-5p.AG,isomiR-let-7b-5p.AG,9.944816622577203,0.5268049221237415,0.9547848780101541,0.6866583428560774,1.3276095350201518,0.7832405459182226,0.5460089443013959,1.1018311007259876,0.7086347346205745,1.7131982320582584,0.6667550448597677,0.9160455280731262
hsa-let-7b-5p.AT,isomiR-let-7b-5p.AT,342.1346195590795,0.524868772050598,0.9834898190072258,0.7082224654175804,1.3657463174661606,0.9208410578899574,0.4937660929665266,0.9682911114638679,0.6286761101838597,1.4913683872379533,0.8837475333192492,0.976829248105012
hsa-let-7b-5p.C,isomiR-let-7b-5p.C,13.2249492541853,0.5128646415971087,1.2009146945799765,0.8634531186425501,1.670265672241036,0.2767198791411408,0.5188372408185391,0.9167040221072132,0.6059674176260772,1.3867845691104344,0.6805015823530112,0.553518867630758
hsa-let-7b-5p.CT,isomiR-let-7b-5p.CT,6.810984840011596,0.5219430341622924,1.1982091983419612,0.8618879190683713,1.665767962664058,0.28203639790630874,0.5430952703618377,1.257002496294269,0.8360027923651471,1.8900119594336133,0.27169140948833503,0.5584245368425311
hsa-let-7b-5p.G,isomiR-let-7b-5p.G,46.54698357135915,0.5539110231477498,0.8140016466458745,0.5852165169071439,1.1322282635562202,0.22158103344864025,0.5155170077246239,1.2682988079452646,0.77108922137845,2.0861163943645487,0.3492133442570239,0.4934004093158161
hsa-let-7b-5p.G19A,isomiR-let-7b-5p.G19A,6.608220321778825,0.5280096377248086,1.4081797631278337,1.0130124546809198,1.9574983862437905,0.041660348910226276,0.5575281203415097,0.829215977901177,0.5425991827102306,1.267232166794122,0.38678442070090147,0.23291077717257902
hsa-let-7b-5p.G20A.tt,isomiR-let-7b-5p.G20A.tt,28.0459731709617,0.47646502022201187,1.023710119268657,0.7362416664365408,1.4234217595498957,0.8891864233242492,0.5243257894023581,1.2451580688907922,0.7414234368623429,2.0911378565062906,0.4071535746550077,0.9660538210914738
hsa-let-7b-5p.G20T.tt,isomiR-let-7b-5p.G20T.tt,15.94222444734465,0.5189742707168058,1.3022965996910594,0.9355308205137348,1.812849343259019,0.11756298457215258,0.4939016126846456,1.044470291285078,0.6379320234818713,1.7100853213526404,0.8626785678176072,0.3744781294310744
hsa-let-7b-5p.GT,isomiR-let-7b-5p.GT,16.319722419266398,0.502495482316496,1.1198840394774858,0.8053298272712304,1.5573001513254818,0.5009281521546336,0.5275105027781543,1.2018537372416962,0.7989582887779191,1.8079196699132518,0.3774614683024079,0.7580127008397276
hsa-let-7b-5p.t,isomiR-let-7b-5p.t,3988.60381864468,0.5250408742793219,0.9556760621297266,0.687683317194427,1.328106575936553,0.7871532331301765,0.49911912183222656,1.5713881571996247,0.21723863151993206,11.366582100572074,0.6543872326911861,0.9176837807374808
hsa-let-7b-5p.T.A,isomiR-let-7b-5p.T.A,12.44409498625865,0.49582652095344637,1.0996393750418016,0.7904775073888717,1.5297168405671793,0.5727845335859878,0.4913267380403849,1.0022552672384284,0.6467495689579495,1.5531755549921138,0.991957945763778,0.8040033411738474
hsa-let-7b-5p.T.C,isomiR-let-7b-5p.T.C,4.56281578643009,0.5089923414508218,1.0107082597404684,0.729227788376124,1.4008396314441007,0.9490060405997788,0.5023038352080228,1.0268368214755224,0.6810349659412773,1.5482227942300242,0.8994098513787061,0.9886497813833063
hsa-let-7b-5p.T.G,isomiR-let-7b-5p.T.G,5.13280744185761,0.5301178900266759,1.5137649726803852,1.0799334259342546,2.1218756059260553,0.016116050966418143,0.5078601436509012,1.1511764168685212,0.7325623337234228,1.8090025677658934,0.5415428242030775,0.16961385814493674
hsa-let-7b-5p.T13C,isomiR-let-7b-5p.T13C,12.14525417996235,0.4793907581103175,1.0191137819017437,0.7338664609659868,1.4152341818359941,0.9100210502653103,0.515245968288386,1.3706653660700274,0.905974862827488,2.073703833106925,0.13555884203358637,0.9720210655796132
hsa-let-7b-5p.T13C.t,isomiR-let-7b-5p.T13C.t,11.6002929375398,0.5080457791928406,1.1554968805190389,0.832127803466306,1.6045288179621473,0.38821811817039,0.5204634774359669,0.8257233755461155,0.45828486694342707,1.4877626168865803,0.5238168404797277,0.6640455239292831
hsa-let-7b-5p.T13C.tt,isomiR-let-7b-5p.T13C.tt,8.716863436721354,0.5091644436795456,1.2268776436828768,0.8811231819586589,1.7083068331295719,0.22603327027191167,0.5155170077246239,0.8912997600821144,0.5244821104102899,1.5146660802233702,0.6705929497509202,0.4982238908303902
hsa-let-7b-5p.T14C,isomiR-let-7b-5p.T14C,9.523032243921424,0.4796058858962224,1.013557425951674,0.7310474965654192,1.4052420130404664,0.935618766773043,0.48529611058409,1.015029956370526,0.6658958483741183,1.5472176539997131,0.9447012441051267,0.9836596348060974
hsa-let-7b-5p.T14C.t,isomiR-let-7b-5p.T14C.t,8.957038086412425,0.5239222097926168,1.3050113300331927,0.9379591633781732,1.8157022587009501,0.11413900495495422,0.509621899986448,1.062379304243731,0.6262794733718097,1.8021503722753134,0.8224301054862487,0.3712020709390287
hsa-let-7b-5p.T16C,isomiR-let-7b-5p.T16C,12.33166113553145,0.4911797607779021,1.0708724522288895,0.770883043281121,1.4876028457724406,0.683051423025098,0.5087410218186746,0.9883748306383175,0.6489507223077523,1.5053297149672547,0.9565558343918545,0.8628324193749748
hsa-let-7b-5p.T16C.t,isomiR-let-7b-5p.T16C.t,10.552718696525,0.48997504517683504,1.084738134022951,0.7811484745159873,1.5063164786088454,0.6272846000474415,0.4831955549532457,1.0005585743757017,0.5892455771773021,1.6989817141308874,0.9983506771076858,0.8410445715386712
hsa-let-7b-5p.T16C.tt,isomiR-let-7b-5p.T16C.tt,7.817647718807475,0.5283108166250753,1.3736210205056365,0.986127010726961,1.9133789942372579,0.06047053839758204,0.5013551971811898,1.00717812019844,0.5998252340506686,1.6911722085382856,0.9784207538211371,0.2785025106944539
hsa-let-7b-5p.T18C,isomiR-let-7b-5p.T18C,9.69512781296105,0.48476895275793824,1.0653099094965663,0.7667746239422077,1.4800766324748893,0.7061049113336908,0.5110448570266973,0.976125226957813,0.6418363441166909,1.484522444759239,0.9100584620715433,0.8733557827421713
hsa-let-7b-5p.T18C.t,isomiR-let-7b-5p.T18C.t,8.896555134221579,0.5076585491782118,1.1398025218197416,0.8209473168153363,1.5825008038108648,0.43447114256890396,0.49234313592627726,1.011405853451313,0.5716475939949385,1.7894622686099093,0.9689237106817965,0.7003137155145522
hsa-let-7b-5p.T18C.tt,isomiR-let-7b-5p.T18C.tt,7.393894338359376,0.5274933310386369,1.3834482918000264,0.9919512585612678,1.9294588918213436,0.05583123256523594,0.510028459140805,1.1656322319567993,0.7299108167846313,1.8614582342564314,0.5210490718142802,0.26969940682164467
hsa-let-7b-5p.T1C,isomiR-let-7b-5p.T1C,11.49837192581915,0.5179846829016436,1.2065164910222677,0.8688208307856569,1.6754686254383915,0.2624543005717628,0.5684374576500881,0.6072349743719848,0.35784187103209947,1.0304392636809918,0.0644822235312466,0.5394977290296882
hsa-let-7b-5p.T1G,isomiR-let-7b-5p.T1G,12.21591612431235,0.4969882109973324,1.0342793730168822,0.7444723849169179,1.436901949784982,0.8407585824350223,0.5060983873153544,0.891504409880815,0.4731936061930546,1.6796087318911996,0.7223142512564911,0.9452956616763747
hsa-let-7b-5p.T1G.t,isomiR-let-7b-5p.T1G.t,10.7397848915512,0.5077446002925737,1.1302828708430572,0.8132955712648996,1.5708180558936229,0.46581959033953046,0.5117902154763518,0.6224088370433516,0.19621275372537317,1.9743505611865935,0.4207983209259527,0.7271688973405512
hsa-let-7b-5p.T1G.tt,isomiR-let-7b-5p.T1G.tt,7.81149803734597,0.5234919542208072,1.3441991963353015,0.9626233737168051,1.8770284711163012,0.08250100551531071,0.5174142837782898,1.4054570868927307,0.7038750216740695,2.806335730452546,0.334700960871928,0.32079240125623265
